order_acknowledged_at,order_ready_at,order_value_gbp,restaurant_id,number_of_items,prep_time_seconds
2015-06-22 19:34:35.006263+01:00,2015-06-22 19:48:12.635037+01:00,17.25,1017,3,817
2015-06-24 21:17:14.524404+01:00,2015-06-24 21:29:45.638142+01:00,34.1,1017,4,751
2015-06-25 21:04:55.681057+01:00,2015-06-25 21:19:43.997963+01:00,39.55,1017,6,888
2015-06-26 21:22:58.989147+01:00,2015-06-26 21:48:54.697202+01:00,34.6,1017,6,1555
2015-06-27 22:34:44.696133+01:00,2015-06-27 22:44:30.770012+01:00,15.3,1017,3,586
2015-06-28 16:05:42.070604+01:00,2015-06-28 16:40:59.457508+01:00,76.7,1017,11,2117
2015-06-28 19:49:24.657537+01:00,2015-06-28 20:00:30.427982+01:00,15.3,1017,2,665
2015-06-28 20:26:36.405828+01:00,2015-06-28 20:36:45.826410+01:00,20.1,1017,4,609
2015-06-28 21:18:33.569559+01:00,2015-06-28 21:33:04.381135+01:00,16.9,1017,4,870
2015-06-29 20:46:55.299169+01:00,2015-06-29 21:20:47.117343+01:00,35.1,1017,3,2031
2015-06-29 21:08:24.930888+01:00,2015-06-29 21:31:00.134730+01:00,29.8,1017,5,1355
2015-06-29 22:49:16.056473+01:00,2015-06-29 23:28:36.936699+01:00,52.9,1017,7,2360
2015-06-30 21:38:42.429474+01:00,2015-06-30 22:25:03.313973+01:00,44.4,1017,9,2780
2015-06-01 21:53:36.436543+01:00,2015-06-01 21:56:33.078421+01:00,28.5,2696,3,176
2015-06-02 15:02:18.004634+01:00,2015-06-02 15:29:46.806963+01:00,18.2,2696,3,1648
2015-06-04 13:06:59.727262+01:00,2015-06-04 13:53:24.466965+01:00,23.7,2696,3,2784
2015-06-05 19:22:33.211333+01:00,2015-06-05 19:42:00.096379+01:00,17.5,2696,3,1166
2015-06-06 21:10:13.089729+01:00,2015-06-06 21:29:36.121990+01:00,38.5,2696,4,1163
2015-06-06 21:12:54.158474+01:00,2015-06-06 21:29:40.312043+01:00,36.0,2696,3,1006
2015-06-06 21:44:01.405504+01:00,2015-06-06 21:56:56.125141+01:00,41.0,2696,4,774
2015-06-07 17:22:53.098294+01:00,2015-06-07 17:45:15.945546+01:00,83.7,2696,8,1342
2015-06-08 16:18:22.606948+01:00,2015-06-08 16:46:13.987840+01:00,16.5,2696,2,1671
2015-06-08 17:12:07.014496+01:00,2015-06-08 17:50:20.213998+01:00,27.5,2696,3,2293
2015-06-12 12:45:47.151385+01:00,2015-06-12 13:33:18.248299+01:00,27.6,2696,5,2851
2015-06-13 15:32:38.744789+01:00,2015-06-13 15:52:26.207426+01:00,23.0,2696,2,1187
2015-06-13 20:57:34.513199+01:00,2015-06-13 21:16:16.482193+01:00,19.0,2696,2,1121
2015-06-13 21:52:13.922630+01:00,2015-06-13 22:06:24.401919+01:00,29.0,2696,3,850
2015-06-13 21:59:31.373686+01:00,2015-06-13 22:06:24.038145+01:00,16.0,2696,2,412
2015-06-14 17:16:52.516405+01:00,2015-06-14 17:28:33.870970+01:00,21.5,2696,3,701
2015-06-14 17:20:38.701093+01:00,2015-06-14 17:28:37.653230+01:00,27.7,2696,3,478
2015-06-14 21:52:10.528366+01:00,2015-06-14 21:56:42.445974+01:00,25.0,2696,2,271
2015-06-19 22:26:07.114118+01:00,2015-06-19 22:54:17.308868+01:00,43.5,2696,4,1690
2015-06-21 19:01:00.882717+01:00,2015-06-21 19:50:41.439211+01:00,45.7,2696,7,2980
2015-06-21 20:41:27.604318+01:00,2015-06-21 20:55:09.785063+01:00,17.0,2696,2,822
2015-06-21 20:58:59.269705+01:00,2015-06-21 21:21:44.255125+01:00,34.0,2696,3,1364
2015-06-24 20:19:06.082213+01:00,2015-06-24 20:23:53.571239+01:00,16.5,2696,2,287
2015-06-25 22:00:12.557690+01:00,2015-06-25 22:17:13.688530+01:00,28.0,2696,3,1021
2015-06-01 22:03:26.441847+01:00,2015-06-01 22:33:22.499359+01:00,18.65,200,4,1796
2015-06-02 21:46:02.019230+01:00,2015-06-02 22:32:10.338008+01:00,28.85,200,3,2768
2015-06-05 19:59:52.178387+01:00,2015-06-05 20:27:33.148176+01:00,16.8,200,3,1660
2015-06-06 23:41:15.726321+01:00,2015-06-07 00:01:16.154255+01:00,43.3,200,7,1200
2015-06-08 22:32:12.667678+01:00,2015-06-08 22:49:09.597126+01:00,29.4,200,5,1016
2015-06-09 22:39:34.014520+01:00,2015-06-09 23:04:35.461755+01:00,39.35,200,6,1501
2015-06-16 20:06:32.598371+01:00,2015-06-16 20:43:15.586339+01:00,35.3,200,3,2202
2015-06-16 23:18:56.208002+01:00,2015-06-16 23:45:32.555572+01:00,17.4,200,3,1596
2015-06-27 23:00:52.353622+01:00,2015-06-27 23:29:53.979208+01:00,33.8,200,6,1741
2015-06-01 22:11:01.959390+01:00,2015-06-01 22:23:56.617533+01:00,15.9,2264,2,774
2015-06-04 19:24:36.692352+01:00,2015-06-04 19:38:31.837865+01:00,25.5,2264,5,835
2015-06-04 21:44:21.940118+01:00,2015-06-04 21:52:45.207555+01:00,16.85,2264,2,503
2015-06-10 19:05:06.004259+01:00,2015-06-10 19:14:44.527452+01:00,19.45,2264,2,578
2015-06-12 17:31:48.584783+01:00,2015-06-12 17:43:20.032239+01:00,16.9,2264,2,691
2015-06-14 18:38:53.526171+01:00,2015-06-14 18:55:19.524468+01:00,22.3,2264,4,985
2015-06-23 13:29:59.665337+01:00,2015-06-23 13:43:14.844314+01:00,7.75,2264,1,795
2015-06-27 19:29:51.411753+01:00,2015-06-27 19:39:50.276735+01:00,7.95,2264,1,598
2015-06-01 22:11:20.018079+01:00,2015-06-01 22:18:49.016912+01:00,15.0,861,3,448
2015-06-05 20:49:25.616019+01:00,2015-06-05 20:59:11.960893+01:00,23.5,861,4,586
2015-06-06 21:32:52.885998+01:00,2015-06-06 21:52:41.663978+01:00,22.0,861,3,1188
2015-06-06 22:54:21.001238+01:00,2015-06-06 23:05:20.476160+01:00,32.0,861,3,659
2015-06-07 19:51:09.066181+01:00,2015-06-07 20:15:04.511663+01:00,16.25,861,2,1435
2015-06-07 21:20:13.078565+01:00,2015-06-07 21:29:39.681242+01:00,24.0,861,2,566
2015-06-07 22:01:54.643574+01:00,2015-06-07 22:15:50.864277+01:00,16.75,861,2,836
2015-06-08 19:41:12.466105+01:00,2015-06-08 19:58:41.292140+01:00,22.45,861,3,1048
2015-06-09 20:39:41.212178+01:00,2015-06-09 20:52:07.551396+01:00,19.95,861,3,746
2015-06-09 21:49:58.319420+01:00,2015-06-09 22:02:44.617689+01:00,32.0,861,3,766
2015-06-09 22:19:48.677079+01:00,2015-06-09 22:32:45.649943+01:00,18.45,861,2,776
2015-06-11 21:33:15.539923+01:00,2015-06-11 21:47:47.105917+01:00,20.95,861,3,871
2015-06-12 21:06:28.731601+01:00,2015-06-12 21:17:44.988019+01:00,23.95,861,4,676
2015-06-12 23:10:08.289577+01:00,2015-06-12 23:24:00.054509+01:00,33.0,861,4,831
2015-06-13 19:44:00.161181+01:00,2015-06-13 19:56:01.257051+01:00,24.5,861,4,721
2015-06-13 20:01:59.774878+01:00,2015-06-13 20:11:55.491801+01:00,16.75,861,4,595
2015-06-13 22:02:46.055408+01:00,2015-06-13 22:13:40.655022+01:00,37.5,861,4,654
2015-06-14 19:35:32.333135+01:00,2015-06-14 19:58:38.432137+01:00,36.0,861,3,1386
2015-06-14 21:06:12.674995+01:00,2015-06-14 21:19:33.900844+01:00,20.0,861,2,801
2015-06-14 21:41:09.896912+01:00,2015-06-14 22:00:07.946391+01:00,16.5,861,3,1138
2015-06-16 19:51:50.831177+01:00,2015-06-16 20:03:23.856810+01:00,16.5,861,3,693
2015-06-16 20:46:46.595867+01:00,2015-06-16 20:58:16.720278+01:00,19.95,861,3,690
2015-06-16 21:30:30.529856+01:00,2015-06-16 21:41:40.628588+01:00,40.45,861,6,670
2015-06-17 12:35:02.678774+01:00,2015-06-17 13:33:19.101190+01:00,16.5,861,2,3496
2015-06-17 20:18:30.644889+01:00,2015-06-17 20:29:34.515976+01:00,18.0,861,3,663
2015-06-19 12:02:04.812216+01:00,2015-06-19 13:44:33.823626+01:00,63.0,861,4,6149
2015-06-19 22:30:50.685324+01:00,2015-06-19 22:46:33.565278+01:00,11.5,861,1,942
2015-06-20 23:16:29.708482+01:00,2015-06-20 23:39:55.054469+01:00,22.0,861,3,1405
2015-06-21 19:43:11.777230+01:00,2015-06-21 20:11:25.113443+01:00,50.9,861,8,1693
2015-06-21 20:26:03.029172+01:00,2015-06-21 20:36:02.038246+01:00,16.5,861,3,599
2015-06-21 20:56:21.008391+01:00,2015-06-21 21:10:06.244958+01:00,29.95,861,3,825
2015-06-21 21:53:58.705602+01:00,2015-06-21 22:01:52.277882+01:00,30.45,861,3,473
2015-06-21 22:43:56.947686+01:00,2015-06-21 22:57:00.129172+01:00,28.95,861,4,783
2015-06-22 21:29:04.535612+01:00,2015-06-22 21:42:16.223267+01:00,26.5,861,3,791
2015-06-24 13:30:22.497735+01:00,2015-06-24 13:49:07.001516+01:00,30.0,861,3,1124
2015-06-24 22:38:03.222352+01:00,2015-06-24 22:53:16.565442+01:00,29.5,861,4,913
2015-06-26 18:58:26.093562+01:00,2015-06-26 19:11:42.211127+01:00,16.95,861,3,796
2015-06-26 23:00:14.915964+01:00,2015-06-26 23:21:40.871907+01:00,21.4,861,3,1285
2015-06-27 21:43:36.742728+01:00,2015-06-27 22:03:15.570933+01:00,31.5,861,2,1178
2015-06-28 20:21:42.817065+01:00,2015-06-28 20:37:40.990333+01:00,23.5,861,2,958
2015-06-28 20:25:45.015465+01:00,2015-06-28 20:45:16.245628+01:00,37.5,861,5,1171
2015-06-28 21:04:55.553680+01:00,2015-06-28 21:23:33.784735+01:00,37.0,861,3,1118
2015-06-28 21:42:27.828541+01:00,2015-06-28 21:59:25.795434+01:00,37.0,861,2,1017
2015-06-29 20:33:49.390660+01:00,2015-06-29 20:43:27.795425+01:00,19.95,861,3,578
2015-06-29 20:42:52.193912+01:00,2015-06-29 20:52:53.952942+01:00,18.45,861,3,601
2015-06-30 21:41:51.280290+01:00,2015-06-30 21:56:11.892861+01:00,16.45,861,3,860
2015-06-01 23:16:13.278298+02:00,2015-06-01 23:26:29.315644+02:00,23.071749999999998,1851,4,616
2015-06-02 23:32:42.214420+02:00,2015-06-02 23:33:40.459801+02:00,17.7475,1851,4,58
2015-06-03 20:24:49.006916+02:00,2015-06-03 20:39:08.557525+02:00,12.42325,1851,3,859
2015-06-08 23:06:30.075768+02:00,2015-06-08 23:18:12.324224+02:00,14.198,1851,3,702
2015-06-12 23:39:44.092716+02:00,2015-06-12 23:44:47.071419+02:00,11.003449999999999,1851,2,302
2015-06-17 23:13:45.838279+02:00,2015-06-17 23:14:43.553433+02:00,17.037599999999998,1851,4,57
2015-06-18 22:29:17.535116+02:00,2015-06-18 22:31:04.141016+02:00,27.6861,1851,5,106
2015-06-20 22:15:48.625072+02:00,2015-06-20 22:16:29.984676+02:00,24.8465,1851,4,41
2015-06-20 22:36:24.372320+02:00,2015-06-20 22:38:57.740021+02:00,25.5564,1851,4,153
2015-06-23 19:35:54.697852+02:00,2015-06-23 22:31:17.128240+02:00,18.4574,1851,5,10522
2015-06-25 13:18:19.015108+02:00,2015-06-25 13:52:44.703844+02:00,62.82615,1851,11,2065
2015-06-28 23:17:56.785555+02:00,2015-06-28 23:21:07.550770+02:00,12.068299999999999,1851,2,190
2015-06-01 22:17:20.701608+01:00,2015-06-01 22:17:30.899029+01:00,35.5,1268,3,10
2015-06-04 15:48:09.410845+01:00,2015-06-04 15:55:21.428997+01:00,25.0,1268,1,432
2015-06-06 16:39:37.375274+01:00,2015-06-06 16:57:47.203636+01:00,38.5,1268,3,1089
2015-06-14 20:07:42.032057+01:00,2015-06-14 20:21:58.426636+01:00,35.5,1268,3,856
2015-06-14 22:21:41.176542+01:00,2015-06-14 22:26:42.646283+01:00,35.5,1268,3,301
2015-06-15 16:09:05.094057+01:00,2015-06-15 16:09:50.304926+01:00,14.65,1268,2,45
2015-06-15 20:15:24.707106+01:00,2015-06-15 20:17:30.429218+01:00,39.0,1268,3,125
2015-06-18 19:53:45.487789+01:00,2015-06-18 19:54:01.946049+01:00,15.5,1268,2,16
2015-06-18 20:11:48.070309+01:00,2015-06-18 20:12:44.158319+01:00,21.0,1268,2,56
2015-06-18 20:53:11.467907+01:00,2015-06-18 20:59:33.593439+01:00,73.0,1268,5,382
2015-06-18 21:50:45.788685+01:00,2015-06-18 21:56:18.425451+01:00,42.0,1268,4,332
2015-06-18 22:40:37.644219+01:00,2015-06-18 22:41:02.801596+01:00,36.0,1268,5,25
2015-06-19 20:29:24.172285+01:00,2015-06-19 20:30:20.437138+01:00,36.0,1268,5,56
2015-06-19 20:30:27.022345+01:00,2015-06-19 20:30:47.587623+01:00,33.5,1268,3,20
2015-06-19 21:20:47.741837+01:00,2015-06-19 21:28:21.278327+01:00,24.5,1268,3,453
2015-06-19 21:27:29.942182+01:00,2015-06-19 21:28:05.880739+01:00,24.5,1268,3,35
2015-06-19 23:26:28.879875+01:00,2015-06-19 23:26:59.088309+01:00,23.0,1268,2,30
2015-06-21 13:32:41.457333+01:00,2015-06-21 13:32:41.457333+01:00,49.0,1268,4,0
2015-06-21 19:43:51.026465+01:00,2015-06-21 19:52:48.669916+01:00,28.0,1268,3,537
2015-06-22 20:27:08.636003+01:00,2015-06-22 20:33:01.123440+01:00,40.15,1268,4,352
2015-06-24 19:51:01.158746+01:00,2015-06-24 19:51:06.233690+01:00,36.5,1268,4,5
2015-06-24 20:34:35.721973+01:00,2015-06-24 20:41:37.954502+01:00,69.0,1268,3,422
2015-06-25 21:32:30.108493+01:00,2015-06-25 21:32:40.229170+01:00,14.0,1268,2,10
2015-06-25 21:53:06.313986+01:00,2015-06-25 22:04:24.509980+01:00,17.0,1268,1,678
2015-06-29 19:42:46.920815+01:00,2015-06-29 19:53:59.479751+01:00,32.5,1268,2,672
2015-06-29 20:48:02.514603+01:00,2015-06-29 20:48:12.812934+01:00,16.0,1268,1,10
2015-06-01 22:18:19.941228+01:00,2015-06-01 22:18:40.751890+01:00,21.5,341,2,20
2015-06-01 23:21:19.065185+01:00,2015-06-01 23:42:00.295356+01:00,100.0,341,14,1241
2015-06-04 23:00:59.220351+01:00,2015-06-04 23:11:36.380867+01:00,18.0,341,1,637
2015-06-05 23:11:48.017670+01:00,2015-06-05 23:16:10.254256+01:00,29.2,341,4,262
2015-06-05 23:26:04.655541+01:00,2015-06-05 23:34:48.718374+01:00,17.4,341,3,524
2015-06-06 20:33:59.264069+01:00,2015-06-06 20:39:43.710318+01:00,16.1,341,4,344
2015-06-06 23:06:25.881609+01:00,2015-06-06 23:11:18.097650+01:00,18.0,341,1,292
2015-06-07 14:36:51.374824+01:00,2015-06-07 14:45:12.732123+01:00,18.0,341,1,501
2015-06-08 20:09:03.904667+01:00,2015-06-08 20:15:42.211465+01:00,38.0,341,3,398
2015-06-12 20:19:30.973598+01:00,2015-06-12 20:28:46.177294+01:00,15.1,341,3,555
2015-06-12 20:25:49.621427+01:00,2015-06-12 20:45:10.214306+01:00,22.6,341,2,1160
2015-06-12 21:55:17.810012+01:00,2015-06-12 21:57:49.670768+01:00,20.0,341,2,151
2015-06-14 18:52:10.830935+01:00,2015-06-14 19:07:38.055600+01:00,27.2,341,2,927
2015-06-14 23:12:35.703518+01:00,2015-06-14 23:21:59.929037+01:00,20.5,341,5,564
2015-06-15 18:16:17.480101+01:00,2015-06-15 18:29:33.474418+01:00,20.0,341,2,795
2015-06-17 20:26:05.548266+01:00,2015-06-17 20:40:16.868882+01:00,15.1,341,3,851
2015-06-25 19:42:57.590383+01:00,2015-06-25 19:54:23.124002+01:00,18.5,341,3,685
2015-06-25 21:12:14.314631+01:00,2015-06-25 21:25:20.526100+01:00,17.0,341,3,786
2015-06-27 16:33:09.125551+01:00,2015-06-27 16:51:57.515630+01:00,20.0,341,2,1128
2015-06-27 19:26:42.762202+01:00,2015-06-27 19:34:55.924842+01:00,20.0,341,2,493
2015-06-27 23:03:49.279423+01:00,2015-06-27 23:13:48.826400+01:00,27.9,341,3,599
2015-06-28 22:59:45.827043+01:00,2015-06-28 23:02:02.345112+01:00,10.0,341,1,136
2015-06-30 20:52:30.394998+01:00,2015-06-30 21:00:46.188612+01:00,16.8,341,2,495
2015-06-01 22:20:19.192409+01:00,2015-06-01 22:30:22.005871+01:00,16.860125,1756,4,602
2015-06-03 18:18:21.988229+01:00,2015-06-03 18:25:18.918198+01:00,11.251914999999999,1756,3,416
2015-06-05 22:21:34.742158+01:00,2015-06-05 22:29:32.448349+01:00,11.57137,1756,6,477
2015-06-06 18:59:58.162569+01:00,2015-06-06 19:06:45.040790+01:00,11.003449999999999,1756,4,406
2015-06-06 20:53:45.459554+01:00,2015-06-06 21:01:57.887272+01:00,21.119525,1756,4,492
2015-06-06 21:47:25.126193+01:00,2015-06-06 21:52:26.674615+01:00,12.068299999999999,1756,4,301
2015-06-07 23:28:03.060867+01:00,2015-06-07 23:36:06.642050+01:00,22.006899999999998,1756,9,483
2015-06-08 19:58:58.056604+01:00,2015-06-08 20:04:24.751587+01:00,13.133149999999999,1756,5,326
2015-06-12 18:48:35.919563+01:00,2015-06-12 18:50:41.713442+01:00,11.038945,1756,5,125
2015-06-12 21:07:26.951966+01:00,2015-06-12 21:12:03.529683+01:00,12.068299999999999,1756,4,276
2015-06-13 21:03:47.624316+01:00,2015-06-13 21:11:10.513659+01:00,29.17689,1756,6,442
2015-06-14 18:12:52.054610+01:00,2015-06-14 18:21:19.686251+01:00,11.003449999999999,1756,2,507
2015-06-15 14:15:34.277461+01:00,2015-06-15 14:19:30.515052+01:00,10.719489999999999,1756,4,236
2015-06-15 18:06:28.866014+01:00,2015-06-15 18:08:56.077223+01:00,11.890825,1756,3,147
2015-06-17 18:49:12.848415+01:00,2015-06-17 18:54:49.876900+01:00,60.093035,1756,14,337
2015-06-17 19:21:38.156289+01:00,2015-06-17 19:23:59.497199+01:00,14.730425,1756,4,141
2015-06-17 20:41:56.237829+01:00,2015-06-17 20:42:01.621695+01:00,11.393895,1756,6,5
2015-06-21 21:54:25.926277+01:00,2015-06-21 21:54:41.219648+01:00,11.677855,1756,5,15
2015-06-22 21:12:10.744167+01:00,2015-06-22 21:20:03.246464+01:00,48.095725,1756,6,472
2015-06-23 20:00:12.113625+01:00,2015-06-23 20:05:08.770030+01:00,11.21642,1756,6,296
2015-06-24 20:03:49.135592+01:00,2015-06-24 20:08:50.766092+01:00,13.133149999999999,1756,2,301
2015-06-25 17:03:21.136960+01:00,2015-06-25 17:09:23.159272+01:00,21.438979999999997,1756,4,362
2015-06-25 21:12:54.821770+01:00,2015-06-25 21:18:01.529759+01:00,13.133149999999999,1756,2,306
2015-06-28 18:56:50.649623+01:00,2015-06-28 19:02:27.440992+01:00,11.07444,1756,4,336
2015-06-30 23:32:21.164644+01:00,2015-07-01 14:01:25.878091+01:00,140.382725,1756,7,52144
2015-06-01 22:37:49.034829+01:00,2015-06-01 22:44:47.164446+01:00,7.75,2811,1,418
2015-06-03 19:56:31.633465+01:00,2015-06-03 20:08:10.594785+01:00,14.7,2811,2,698
2015-06-07 21:45:16.985115+01:00,2015-06-07 21:59:43.920894+01:00,15.7,2811,2,866
2015-06-12 19:59:49.909424+01:00,2015-06-12 20:12:29.323148+01:00,24.35,2811,6,759
2015-06-12 22:17:09.728231+01:00,2015-06-12 22:28:54.522733+01:00,16.65,2811,3,704
2015-06-17 21:02:16.836334+01:00,2015-06-17 21:13:10.138229+01:00,16.65,2811,3,653
2015-06-24 21:34:02.132798+01:00,2015-06-24 22:30:54.084689+01:00,17.7,2811,2,3411
2015-06-27 13:37:27.284936+01:00,2015-06-27 13:53:49.978778+01:00,49.45,2811,7,982
2015-06-28 15:00:52.157591+01:00,2015-06-28 15:12:41.209349+01:00,16.65,2811,3,709
2015-06-28 15:04:54.729168+01:00,2015-06-28 15:13:20.638602+01:00,7.8,2811,1,505
2015-06-01 22:33:00.817450+01:00,2015-06-01 22:51:38.321118+01:00,46.8,461,4,1117
2015-06-02 19:38:45.742935+01:00,2015-06-02 20:07:05.356666+01:00,20.5,461,2,1699
2015-06-02 20:02:10.207346+01:00,2015-06-02 20:20:15.539791+01:00,35.85,461,3,1085
2015-06-03 20:17:57.317646+01:00,2015-06-03 20:39:21.978572+01:00,22.15,461,2,1284
2015-06-05 12:27:17.378894+01:00,2015-06-05 13:19:49.407487+01:00,58.1,461,6,3152
2015-06-06 15:48:51.749024+01:00,2015-06-06 16:09:21.669162+01:00,39.7,461,4,1229
2015-06-07 21:23:41.842265+01:00,2015-06-07 21:53:36.858198+01:00,44.8,461,4,1795
2015-06-08 19:41:39.003341+01:00,2015-06-08 19:58:28.716292+01:00,26.5,461,3,1009
2015-06-08 19:44:40.721993+01:00,2015-06-08 20:04:14.514701+01:00,73.0,461,5,1173
2015-06-08 20:21:50.642059+01:00,2015-06-08 20:42:46.907222+01:00,43.7,461,3,1256
2015-06-08 20:23:01.901130+01:00,2015-06-08 20:40:39.871640+01:00,28.1,461,3,1057
2015-06-08 21:27:37.309727+01:00,2015-06-08 21:43:01.448174+01:00,28.7,461,3,924
2015-06-08 23:07:09.674354+01:00,2015-06-08 23:23:53.164231+01:00,26.7,461,3,1003
2015-06-09 21:27:01.871233+01:00,2015-06-09 21:53:30.721533+01:00,203.4,461,14,1588
2015-06-11 12:22:05.167046+01:00,2015-06-11 13:32:10.105776+01:00,65.65,461,6,4204
2015-06-12 13:02:29.447979+01:00,2015-06-12 13:46:26.186227+01:00,20.9,461,2,2636
2015-06-13 14:43:35.626561+01:00,2015-06-13 15:01:16.390143+01:00,29.1,461,3,1060
2015-06-14 18:43:44.749010+01:00,2015-06-14 19:05:56.724104+01:00,14.95,461,1,1331
2015-06-15 19:13:14.698347+01:00,2015-06-15 19:32:41.450651+01:00,50.75,461,3,1166
2015-06-15 19:29:23.138806+01:00,2015-06-15 19:58:33.215003+01:00,79.45,461,8,1750
2015-06-15 20:48:16.843868+01:00,2015-06-15 21:01:11.919508+01:00,26.4,461,3,775
2015-06-15 22:55:02.601097+01:00,2015-06-15 23:18:47.892175+01:00,38.65,461,3,1425
2015-06-16 19:58:29.589439+01:00,2015-06-16 20:27:56.593341+01:00,167.45,461,13,1767
2015-06-17 18:54:11.357137+01:00,2015-06-17 19:23:02.851827+01:00,74.85,461,7,1731
2015-06-17 19:22:21.944343+01:00,2015-06-17 19:47:37.680007+01:00,26.7,461,3,1515
2015-06-17 19:27:27.186302+01:00,2015-06-17 19:47:32.127452+01:00,42.85,461,2,1204
2015-06-17 20:08:38.063649+01:00,2015-06-17 20:28:32.652026+01:00,21.9,461,2,1194
2015-06-17 20:30:00.534943+01:00,2015-06-17 20:56:52.603008+01:00,27.7,461,3,1612
2015-06-17 20:55:41.428380+01:00,2015-06-17 21:19:44.086897+01:00,106.6,461,8,1442
2015-06-18 12:23:00.365301+01:00,2015-06-18 13:23:18.898544+01:00,32.7,461,2,3618
2015-06-18 19:50:29.357607+01:00,2015-06-18 20:15:36.726337+01:00,142.3,461,8,1507
2015-06-18 20:53:30.572788+01:00,2015-06-18 21:26:30.276454+01:00,146.45,461,10,1979
2015-06-19 15:22:23.484043+01:00,2015-06-19 15:33:54.083076+01:00,17.45,461,2,690
2015-06-19 19:22:14.793515+01:00,2015-06-19 19:32:29.418341+01:00,22.15,461,2,614
2015-06-20 23:04:31.696636+01:00,2015-06-20 23:30:16.128669+01:00,38.65,461,4,1544
2015-06-21 22:29:48.069134+01:00,2015-06-21 22:35:48.846732+01:00,19.4,461,2,360
2015-06-24 20:11:58.554812+01:00,2015-06-24 20:23:57.734961+01:00,21.9,461,2,719
2015-06-24 22:01:01.645446+01:00,2015-06-24 22:13:34.178353+01:00,37.05,461,3,752
2015-06-25 20:24:43.334346+01:00,2015-06-25 20:24:43.334346+01:00,27.35,461,3,0
2015-06-25 20:19:48.160663+01:00,2015-06-25 20:53:40.626595+01:00,52.25,461,4,2032
2015-06-25 21:51:13.137168+01:00,2015-06-25 21:51:18.410925+01:00,14.0,461,1,5
2015-06-25 23:20:40.515716+01:00,2015-06-25 23:38:54.960248+01:00,17.5,461,1,1094
2015-06-27 22:26:10.631612+01:00,2015-06-27 22:59:16.807054+01:00,74.65,461,4,1986
2015-06-01 22:41:59.525392+01:00,2015-06-01 22:57:25.023564+01:00,15.0,55,3,925
2015-06-01 22:56:18.666198+01:00,2015-06-01 23:07:43.952140+01:00,21.8,55,2,685
2015-06-02 14:46:13.527424+01:00,2015-06-02 14:56:57.378310+01:00,19.2,55,4,643
2015-06-02 19:59:13.725194+01:00,2015-06-02 20:10:31.773253+01:00,15.2,55,4,678
2015-06-02 19:59:39.310985+01:00,2015-06-02 20:13:55.284726+01:00,15.95,55,3,855
2015-06-03 15:19:14.121656+01:00,2015-06-03 15:44:14.559977+01:00,18.9,55,2,1500
2015-06-03 16:15:06.375684+01:00,2015-06-03 16:26:27.909650+01:00,15.2,55,3,681
2015-06-04 13:13:46.200771+01:00,2015-06-04 13:33:21.962839+01:00,27.75,55,6,1175
2015-06-04 22:33:27.440447+01:00,2015-06-04 22:46:12.836672+01:00,24.45,55,5,765
2015-06-04 22:39:12.228317+01:00,2015-06-04 22:51:37.452852+01:00,18.7,55,4,745
2015-06-05 13:51:42.798940+01:00,2015-06-05 14:04:49.667693+01:00,31.75,55,7,786
2015-06-05 18:56:10.492419+01:00,2015-06-05 20:57:12.182943+01:00,18.6,55,4,7261
2015-06-05 22:01:48.590892+01:00,2015-06-05 22:14:56.455666+01:00,17.9,55,4,787
2015-06-05 22:21:32.251465+01:00,2015-06-05 22:35:28.965911+01:00,50.7,55,5,836
2015-06-05 22:32:21.045593+01:00,2015-06-05 22:48:14.898331+01:00,25.0,55,4,953
2015-06-06 20:50:09.500605+01:00,2015-06-06 21:05:56.963755+01:00,17.25,55,4,947
2015-06-06 21:40:58.973291+01:00,2015-06-06 21:43:55.636550+01:00,9.85,55,1,176
2015-06-07 15:18:11.728579+01:00,2015-06-07 15:34:10.738592+01:00,60.15,55,6,959
2015-06-07 15:24:22.979040+01:00,2015-06-07 15:44:04.527089+01:00,90.8,55,7,1181
2015-06-07 18:35:24.518627+01:00,2015-06-07 18:54:15.764364+01:00,49.6,55,7,1131
2015-06-07 18:39:07.997262+01:00,2015-06-07 19:04:08.664140+01:00,18.7,55,4,1500
2015-06-07 20:13:07.315462+01:00,2015-06-07 20:31:17.279415+01:00,15.6,55,3,1089
2015-06-07 20:42:32.749050+01:00,2015-06-07 20:58:41.357733+01:00,34.65,55,3,968
2015-06-07 20:46:56.899550+01:00,2015-06-07 21:06:48.351886+01:00,18.5,55,4,1191
2015-06-08 19:17:19.398414+01:00,2015-06-08 19:35:17.738862+01:00,16.55,55,3,1078
2015-06-09 22:23:08.751436+01:00,2015-06-09 22:44:24.743729+01:00,18.4,55,5,1275
2015-06-10 17:58:13.470010+01:00,2015-06-10 18:14:45.997703+01:00,18.65,55,3,992
2015-06-10 20:13:05.209916+01:00,2015-06-10 20:36:27.012253+01:00,16.4,55,3,1401
2015-06-11 13:15:12.286148+01:00,2015-06-11 13:26:37.673434+01:00,16.5,55,1,685
2015-06-11 17:22:43.464343+01:00,2015-06-11 17:37:42.225660+01:00,17.55,55,3,898
2015-06-11 20:34:25.176568+01:00,2015-06-11 20:46:10.470692+01:00,15.9,55,4,705
2015-06-12 13:20:31.959092+01:00,2015-06-12 13:37:49.305656+01:00,46.7,55,6,1037
2015-06-12 15:06:57.654166+01:00,2015-06-12 15:24:44.363100+01:00,9.55,55,1,1066
2015-06-12 16:49:47.348304+01:00,2015-06-12 17:05:11.627709+01:00,26.8,55,3,924
